yi'ge 一个
wen'ru'tai'shan 稳如泰山
han'yun 含韵
yi'wan'tang 一碗汤
hong'ling 红绫
zhuan'xu 颛顼
niu'jie 牛街
fang'lou 防漏
xiong'jiu'jiu 雄赳赳
tu'shan 土山
da'bi'wu 大比武
jie'ti'shi 阶梯式
shou'huan'ying'du 受欢迎度
shi'jiao 世交
hua'xue'he'cheng 化学合成
ai'qing'wang 爱情网
zhong'bo 中波
qi'cha 沏茶
pi'yu 批语
ling'wu'li 领悟力
xiao'yuan'ge'shou 校园歌手
fang'she'zhuang 放射状
nian'fu'li'qiang 年富力强
suan'gua 算卦
ke'xue'ji'shu'wei'yuan'hui 科学技术委员会
bu'di'tou 不低头
xue'xi'lei'feng 学习雷锋
tian'qiong 天穹
ma'gu 麻姑
mu'shu 木薯
du'mai 读卖
bi'li'chi 比例尺
gong'an'chu 公安处
nan'wang 南王
jing'deng 警灯
mi'zao 蜜枣
zhang'zhi'dong 张之洞
zhuan'zhen 转诊
huang'pi 荒僻
fa'xin 法新
xin'ya'zhou 新亚洲
jiu'bi'xu 就必须
chao'mei 朝美
tong'xin'xian'lu 通信线路
ban'fang 班房
sao'xue 扫雪
ting'bai 停摆
yu'shan 御膳
tou'shui'lou'shui 偷税漏税
shou'shu'tai'shang 手术台上
bian'xi 变细
xiao'qi 小器
zheng'xie'ti'an 政协提案
huo'wang 火网
jian'kang'bao 健康报
nai'er 奈尔
sheng'chang'su 生长素
zui'jian'bian 最简便
sai'zi 塞子
luo'de 洛德
shu'xing'xiang 树形象
zhu'de'yong 朱德庸
lan'qiu'bao'bei 篮球宝贝
xue'xi'bao 血细胞
li'shi'tiao'jian 历史条件
jin'shui 近水
de'ming 德明
shi'jie'jing'ji'fa'zhan 世界经济发展
ao'lin'pi'ya 奥林匹亚
ping'li 瓶里
da'xing'yan'chang'hui 大型演唱会
he'xian'ling'yin 和弦铃音
jin'chu'kou'zong'gong'si 进出口总公司
qi'che'zhi'zao'chang 汽车制造厂
zuo'gui'lian 做鬼脸
de'guo'ke'long 德国科隆
chi'mei'wang'liang 魑魅魍魉
rou'yong 肉用
shi'yan'tian 试验田
ao'yin 凹印
qiong'ding 穹顶
jing'ling 警铃
zheng'ren 正人
xian'chang'guan'kan 现场观看
gu'lan 古兰
qu'dong'jing'ling 驱动精灵
jia'xiang'ren 家乡人
yuan'gui 圆规
en'bo 恩波
liu'an 刘安
chun'dong 蠢动
mao'yi'chu'kou 贸易出口
wang'zhen 王震
ying'dao 鹰刀
ming'hui 明慧
ji'shu'jie'pan 技术解盘
gang'chang 肛肠
gong'xin 公信
ji'suan'ji'fu'wu 计算机服务
shuo'feng 朔风
guo'you'tu'di'shi'yong'quan'chu'rang 国有土地使用权出让
duo'yi'dian'dian 多一点点
si'chuan'bei'lu 四川北路
teng'ge 腾格
tong'shi 通视
shui'lun 水轮
jiu'zhi 旧制
tie'wang 铁网
tian'he'lu 天河路
su'yi'shi 苏伊士
guang'fo 广佛
ju'guo'shang'xia 举国上下
bao'zhen 堡镇
die'zhong'die 碟中碟
fang'bao'mo 防爆膜
nao'sun'shang 脑损伤
qi'xiang'zhan 气象站
bu'gou'ge 不够格
yi'tai 意态
jiang'cuo'jiu'cuo 将错就错
chao'gu'fa 炒股法
chao'sheng'zhe 朝圣者
lao'tai 老态
huo'xiang 活象
zai'xian'zhi'bo 在线直播
weng'hong 翁虹
qing'jin'shen 请谨慎
hao'xiang'ku 好想哭
shu'ma'fu'yin'ji 数码复印机
mao'bian 毛边
jiu'xian'qiao 酒仙桥
zhang'deng 掌灯
gai'di'kuai 该地块
ren'da'zhu'ren 人大主任
ba'qiang'sai 八强赛
tou'zi'ti'zhi'gai'ge 投资体制改革
zhen'zhu 真珠
di'xia'dang 地下党
xu'zhan 续展
ou'meng'cheng'yuan'guo 欧盟成员国
mian'bo 绵薄
wai'zhan 外展
da'hao 搭好
sheng'diao 省掉
sheng'wu'jian 生物碱
ling'ba 零八
dian'yuan'cha'tou 电源插头
chen'hua'liang 陈化粮
mian'jin'zhi 面巾纸
ting'jing 停经
zhen'zhi'mian'liao 针织面料
min'shan 岷山
shi'jian'shi 十件事
di'xia'shui'wei 地下水位
shi'shi'ke'jiao'xing'guo 实施科教兴国
kou'jian 叩见
yin'shi'dian 饮食店
ling'jian 令箭
dian'yan'qi 点烟器
luo'ji'si'wei'neng'li 逻辑思维能力
yi'qie'dou'yi 一切都已
wo'dun 沃顿
zong'shu'ji'hu'jin'tao 总书记胡锦涛
rong'jie 熔接
si'fu 四氟
diao'pi 貂皮
ke'si 渴死
yin'xin 引信
guo'jia'huo'ju 国家火炬
shan'li 擅离
zhu'yuan'fei 住院费
wu'mei 乌梅
bo'te'lv 波特率
deng'xin 灯芯
fa'sheng'di'zhen 发生地震
tou'cai 头彩
ke'ji'zhi'fu 科技致富
qing'you 情由
sheng'xu 升序
wang'luo'xian 网络线
gan'gan 敢干
qing'chang'zhai'wu 清偿债务
san'chao 三朝
qi'fa 气阀
shou'lou'bu 售楼部
da'li 答理
dian'zi'shang'wu'jie'jue'fang'an 电子商务解决方案
cong'shi'ge'ti'jing'ying 从事个体经营
xi'sheng 细绳
guang'gao'shan 广告衫
qian'ti 前蹄
fo'luo 佛罗
zui'qiang'zhe 最强者
wei'lian'wang'zi 威廉王子
di'zhi'xue'jia 地质学家
wan'die 碗碟
huan'xing 环行
jiao'zhen 叫阵
bai'shi'ling 百事灵
qian'tuo 欠妥
feng'cai 丰采
yi'fu'yi'qi'zhi 一夫一妻制
zhong'yang'qi'xiang'tai 中央气象台
quan'neng'wang 全能王
cai'chan'lai'yuan 财产来源
tian'zhu'kui 天竺葵
xin'xi'gang'lun'tan 信息港论坛
gen'dan'yuan 跟单员
he'xin'ti'shi 核心提示
jin'shu'pian 金属片
wai'diao 外调
yi'an 伊安
shang'pin'liang 商品粮
fu'lai'er 福莱尔
you'you'dao 幽幽道
guo'qing'ri 国庆日
di'bang 地磅
shui'han 水旱
qu'huo 取火
guan'neng'zheng 官能症
zao'jia'zhe 造假者
zhan'yong'geng'di 占用耕地
qun'ju 裙裾
bai'ke'zhi'shi 百科知识
zhong'guo'hong'shi'zi'hui 中国红十字会
hu'duan 护短
juan'zha'men 卷闸门
bian'wai 编外
kan'ce'she'ji 勘测设计
you'li 友立
zui'jiu'hou 醉酒后
yu'suan'an 预算案
chou'qu 抽去
ha'er'bin'gong'cheng 哈尔滨工程
wang'juan 王娟
zhao'shang'hui 招商会
huai'guan'jie 踝关节
guo'jia'shen'ji'shu 国家审计署
ge'sheng 隔声
luo'si 螺蛳
chang'he 常喝
tu'ao 凸凹
gao'nan 高难
tao'ci'qi'ye 陶瓷企业
dong'jian'shi'hui 董监事会
hong'yuan 宏愿
zi'zhu'ze'ye 自主择业
zhang'qian 张骞
chao'xian'shi'zhu'yi 超现实主义
hua'rong'dao 华容道
huo'cang 货仓
bo'zhong'ji 播种机
bai'zhan'ting 拜占庭
dong'hua'cheng 动画城
fa'xue'shuo'shi 法学硕士
ji'jian 击键
shou'juan 手卷
ye'zi'shu 椰子树
li'da'yu'bi 利大于弊
er'fu 二副
bei'hei'guo 背黑锅
jian'pao 舰炮
bao'yue'zhi 包月制
shuang'luo'gan 双螺杆
da'wei'ba 大尾巴
jie'gou'shi 结构式
shan'xing 山行
gou'ji 够级
san're'xiao'guo 散热效果
hua'ren'wang 华人网
ying'er'chu'sheng 婴儿出生
hui'yuan'ju'le'bu 会员俱乐部
dian'beng 电泵
sheng'mi 生米
jian'qing'xue'sheng 减轻学生
nan'bei'fang 南北方
mu'lan'hua 木兰花
cheng'shi'xin'yong'yuan'ze 诚实信用原则
bei'tun 北屯
zai'wo'suo 在我所
chun'xi'lu 春熙路
bo'si 博斯
si'bian 思辩
te'qu'nei 特区内
gao'xiao'lu'qu 高校录取
xin'tu'men 信徒们
shi'san'da 十三大
da'xiao'qiu 大小球
chuan'qi'shi'jie'wai'gua 传奇世界外挂
si'nang 私囊
yun'tuan 云团
te'ling 特灵
xin'zhong'hua 新中华
guan'yu'jin'yi'bu'zuo'hao 关于进一步做好
wang'qiu'pai 网球拍
guan'li'wang'zhan 管理网站
hai'qun'zhi'ma 害群之马
xue'lai 雪莱
sang'zhong 丧钟
bai'di 白地
qing'jie'qiu 清洁球
zhu'xiao 主销
cu'cao'du 粗糙度
qiao'xing 侨兴
shui'dong 水洞
mei'nv'wang 美女网
xiang'ba'la 香巴拉
a'qi'ci 阿齐兹
ting'che'nan 停车难
xun'luo'ting 巡逻艇
xian'gan 腺苷
mu'biao'ze'ren'shu 目标责任书
wu'jing 无精
xing'wu 形物
xin'ke'cheng'li'nian 新课程理念
zhi'you'tian 只有天
jia'pai 加派
jue'ding'le 决定了
xue'chang 雪场
shuang'wang'ka 双网卡
fu'xi'ji'hua 复习计划
bao'lan 宝蓝
he'shi'bi 和氏璧
shang'wan 赏玩
ke'sen 克森
dian'qi'yuan'jian 电器元件
qi'xiu'chang 汽修厂
tian'han 田汉
xiao'guang 晓光
yuan'zi'tan'bao'zha 原子弹爆炸
li'ze'kai 李泽楷
ba'xiang'zhu'yi 八项注意
shu'jing'guan 输精管
rou'pi 肉皮
fei'chong 飞虫
fei'lang 飞浪
chang'yi 长衣
ji'he'ti 集合体
ban'shen'bu'sui 半身不遂
huo'sang 霍桑
huang'duan'zi 黄段子
xiong'xian 胸腺
huo'li'fa'dian'chang 火力发电厂
qiang'xia 墙下
gong'zi'fu'li 工资福利
shu'fa 束发
mi'he 弥合
shuang'nei'he 双内核
shi'du 十渡
guang'lian'da 广联达
wen'hui 文辉
ting'wai 庭外
kao'gu'dui 考古队
dai'fei 戴妃
bi'hai'yin'sha 碧海银沙
shu'zhi'gao'ge 束之高阁
jing'wei'du 经纬度
lang'ai'shang'yang 狼爱上羊
yan'you 焉有
an'quan'sheng'chan'shi'gu 安全生产事故
ba'wang 巴望
ding'qian'kun 定乾坤
mu'yu'ye 沐浴液
lu'lu'tong 路路通
yang'jiao 仰角
tian'shu 田鼠
dan'shui'hu 淡水湖
xie'zhuang'you 卸妆油
ni'zhui'wo'gan 你追我赶
yi'chui'ding'yin 一锤定音
ming'dan'chu'lu 名单出炉
xin'xian'fa 新宪法
tuo'du 脱毒
san'you 三优
xin'xi'xi'tong'an'quan 信息系统安全
shang'hai'bao'gang 上海宝钢
zhong'guo'chuan'bo 中国船舶
wang'yin 网印
ai'lun 爱伦
shi'ji 石级
zheng'da'qian 挣大钱
shang'guo'chuang 上过床
heng'he 横河
jin'dong 近东
jin'dian 近点
shi'yong'zhi'wu'you 食用植物油
yi'zuo 亦作
zhong'guo'gong'chan'dang'cheng'li 中国共产党成立
kan'sa'si 堪萨斯
hong'fu'shi 红富士
jian'ying 见影
bing'tun 并吞
yi'wei'zheng 异位症
chong'fu 冲服
jiao'yu'shi'yan 教育实验
dao'gu 捣鼓
chao'wu'lei 超五类
yang'ban'xi 样板戏
nong'ji'ju 农机局
zhui'dao'shou 追到手
yu'qi'ta'guo'jia 与其他国家
xian'cao 线槽
qiong'xiang'pi'rang 穷乡僻壤
guo'wu'yuan'guan'yu'jin'yi'bu'jia'qiang 国务院关于进一步加强
zhu'zhua 主抓
wu'zhuang 雾状
yang'yong 仰泳
tu'hei 涂黑
da'ban 打版
qian'yin'che 牵引车
gou'chen 勾陈
an'hui'fu'yang 安徽阜阳
hao'wan'er 好玩儿
tuan'xiao 团校
pai'qi 牌器
zhong'duo'ren 众多人
yong'zhi'bu'jie 用之不竭
ang'li 昂立
wan'jun 婉君
xiao'kou'jing 小口径
da'pi'gu 打屁股
liu'xue'ying'guo 留学英国
she'lu'ji 摄录机
dian'zi'ci'dian 电子辞典
hua'gu 花鼓
xiang'tan'da'xue 湘潭大学
chu'chao 初潮
gui'dang'ku 归档库
yao'gun'ge'shou 摇滚歌手
hong'mao'zi 红帽子
bi'lu'pu'si 比卢普斯
ka'chi 卡尺
yi'ti 一梯
qing'pan 清盘
lv'hua'lv 氯化铝
han'si 焊丝
jin'chu 浸出
mang'li 忙里
xia'fan 下饭
jia'ting'fu'nv 家庭妇女
zi'wen 咨文
kao'shi'fan'wei 考试范围
hei'xiang 黑箱
yuan'xun 元勋
qi'kan'lun'wen 期刊论文
sou'xing 搜星
chao'zhi'ban 超值版
hao'mei'li 好美丽
kan'pei'la 堪培拉
di'bu 递补
tou'tan 投弹
ming'bu'ping 鸣不平
zhong'guo'hai 中国海
yin'shua'ban 印刷版
xiu'biao 袖标
fei'shi 飞石
jiu'shi'yi'zhang 九十一章
shuai'jiao 摔交
wu'ke'song 五棵松
she'hui'xin'li'xue 社会心理学
bu'zhuan'zeng 不转增
shi'you'wei'ji 石油危机
qi'shi'liu 七十六
zhen'jin 枕巾
li'ya'na 利亚纳
chang'ning'lu 长宁路
meng'chi 猛吃
ren'ran 荏苒
ren'zhi'chu 人之处
shi'jin'er 使劲儿
guang'dong'hong'yuan 广东宏远
mei'hua'huan'jing 美化环境
zi'zheng 资政
wei'wen'xin 慰问信
liu'jiao'xing 六角形
shi'jie'shang'zui'zao 世界上最早
bian'duan 变短
ku'cun'zeng'jia 库存增加
he'yong'yi 何用意
qian'hai 浅海
yu'bao'ming 预报名
xun'tong 讯通
zhe'xiu'bu 遮羞布
chuang'ran 怆然
tian'zi'shan 天子山
yu'wen'hua'ji 宇文化及
liang'kai'shui 凉开水
su'dong'shi'pin 速冻食品
mu'kuan 募款
bao'shi'shuang 保湿霜
xuan'de 宣德
tao'gong'dao 讨公道
yu'mi'fen 玉米粉
wen'yu'da 问与答
long'tao 龙套
zui'ju'mei'li 最具魅力
zhong'guo'xin 中国芯
bai'bie 拜别
gong'shun 恭顺
shuang'gang 双杠
shi'jin 市斤
bu'kai'dao 不开刀
da'zhan 打战
dai'ban 带班
chang'ya 长牙
fu'yu 附于
wu'xu 务虚
yu'fo 玉佛
dang'zheng'jun 党政军
shi'ying 试映
da'hong'bao 大红包
gui'ke 龟壳
su'bu 素不
ban'po 半坡
xin'bai'niang'zi 新白娘子
xue'shuan'xing'cheng 血栓形成
ni'bie'ji 你别急
kai'lie 开列
dui'tian'fa'shi 对天发誓
bai'ma'si 白马寺
chou'mei 愁眉
ke'lu'su'du 刻录速度
wu'mu'de 无目的
jing'zhong'chang'ming 警钟长鸣
ao'kou 拗口
zhan'ba 战罢
jin'liang'tian 近两天
wang'dan 王丹
ke'ji'qing'bao 科技情报
tang'dai'shi'ren 唐代诗人
tai'guo'ren'yao 泰国人妖
qie'hua 切花
tuo'xing 脱星
shuo'yi'bu'er 说一不二
yin'lang'ru'shi 引狼入室
chun'lan'bei 春兰杯
gai'lve 概略
shu'de 树德
zi'xun'yuan 咨询员
xiao'ye'zhu 小业主
liang'ju'shi 两句诗
shui'ni'zhi'pin 水泥制品
jin'gong'xing 进攻性
ai'yin 爱因
di'hao'dian 低耗电
bai'pu'tao'jiu 白葡萄酒
ren'gong'cheng'ben 人工成本
sheng'guo'qi 升国旗
da'feng'che 大风车
kuai'xiu 快修
qing'chun'ou'xiang'ju 青春偶像剧
kai'huang 开皇
jiao'tan 教坛
shen'zai'he'fang 身在何方
hao'yi'sheng 好医生
chai'you'jia'ge 柴油价格
liu'cheng 留成
qin'shi 琴师
shen'ji'keng 深基坑
ceng'jia 曾家
hai'fu'tong 海富通
xin'qi'jian 新旗舰
wu'yun 五蕴
que'fa'wei'sheng'su 缺乏维生素
qing'wa 青瓦
yi'si'lan'bao 伊斯兰堡
heng'yuan 恒源
luo'shi 落石
e'gan 鹅肝
ba'da 巴达
qi'ye'wen'hua'yu 企业文化与
ke'di 克敌
nv'xing'men 女星们
cuo'zong 错综
zhong'hua'quan'guo'zong'gong'hui 中华全国总工会
han'pian 韩片
feng'guang'she'ying 风光摄影
da'li 大沥
bu'zhu'huo 不住火
zha'jin 扎紧
guan'jie 官阶
hao'yan'li 好眼力
di'yi'di'xue 第一滴血
wu'dao'tuan 舞蹈团
zhuo'zei 捉贼
bu'zhu'biao'zhun 补助标准
dong'bei'fang'xiang 东北方向
sou'hu'yu'le 搜狐娱乐
ying'ju 影剧
san'wu'tian 三五天
feng'zai'qi 风再起
ma'dao'cheng'gong 马到成功
lou'pan'xiao'shou 楼盘销售
biao'mian'zhang'li 表面张力
ni'jiang'beng 泥浆泵
fang'huo'tu'liao 防火涂料
zong'ti'fang'an 总体方案
you'gao 油膏
zhu'zhen'di 主阵地
qian'fo'shan 千佛山
zui'huo're 最火热
huan'ling'you'xia 幻灵游侠
zuo'cao 做操
cong'cu 匆促
feng'xiang'ji 封箱机
wei'hua'ti 为话题
yun'shu'liang 运输量
huo'ying'dong 霍英东
cha'su'qi 差速器
lu'you'gong'neng 路由功能
jiao'yu'pian 教育片
piao'bai'fen 漂白粉
wang'li 网里
di'shi'liu'jie 第十六节
duan'chang 短长
yin'tang 印堂
lei'ke'si 雷克斯
sheng'pi 生僻
jing'lu'yong 经录用
ying'pian'zi'liao 影片资料
chu'chang'cheng 初长成
fu'pian 负片
nao'li'jian 脑力键
ping'jun'zhu'yi 平均主义
dian'nao'zhu'ban 电脑主板
zhen'e'xin 真恶心
xiao'jian 削尖
zhang'si'de 张思德
zhong'bai 钟摆
she'qu'wang'zhan 社区网站
keng'dong 坑洞
yan'le 阉了
lao'an'suan 酪氨酸
shui'pao 水疱
dian'zi'xian'lu 电子线路
cao'ni 操你
bu'yi 补遗
li'bei'ka 丽贝卡
ku'cha'shi 苦差事
he'jian 核减
fa'sheng'zai 发生在
fang'fu'tu'liao 防腐涂料
da'na 达纳
tian'wei'ji 甜味剂
yin'dai 音带
tian'mai'chang 填埋场
ji'suan'ji'xin'xi'guan'li 计算机信息管理
biao'ma 彪马
ge'ren'te'chang 个人特长
hua'yuan'bie'shu 花园别墅
si'yuan 思远
qu'zhi'yu 取之于
niu'er 牛耳
bu'yi'sha'fa 布艺沙发
liu'li 六里
leng'ji 冷寂
dong'jing'che'zhan 东京车展
xin'hen 心狠
qi'quan'piao 弃权票
he'shi 和诗
tu'hua 土话
bao'cheng 宝成
men'shan 门扇
wu'xia 巫峡
tao'lve 韬略
tie'xin'ren 贴心人
qian'chen'wang'shi 前尘往事
gou'lou'bing 佝偻病
tan'kan 探看
qiu'shuang 秋霜
yuan'fen 怨愤
ru'ji'si'ke 如饥似渴
hua'xue'yan'jiu'suo 化学研究所
fa'lv'shi'wu'suo 法律事务所
zhuang'si'ren 撞死人
ye'ya'beng 液压泵
zong'bing'li 总兵力
zi'tie 字帖
rang'yu 让与
xi'lie'zhi'er 系列之二
ya'bu'zhu 压不住
shui'wu'ji'cha 税务稽查
jing'wu'men 精武门
yin'tie'sheng 殷铁生
shang'xian'yue 上弦月
zhong'gong'zhong'yang'guo'wu'yuan'guan'yu 中共中央国务院关于
nong'ke'suo 农科所
gan'deng'yan 干瞪眼
tai'jiao 抬轿
yi'cai'wang 易才网
xin'sha 新沙
ren'shi'zhu'guan 人事主管
hu'li'zhuan'ye 护理专业
nai'niu'chang 奶牛场
ji'zhong'hua 集中化
ge'li'kong'diao 格力空调
zhou'guan'jie 肘关节
jue'xiang 绝响
ge'na 格纳
zhu'lian 竹帘
kong'jian'bu'ju 空间布局
zhi'ye'dao'de'jiao'yu 职业道德教育
jian'kang'xian 健康险
yi'bao'yan 一包烟
lv'se'jian'cai 绿色建材
zhu'tou 柱头
sheng'li'qi 生理期
li'shi'ming'ren 历史名人
liu'yi 刘毅
zha'qi 诈欺
huo'guo'yang'min 祸国殃民
wen'xue'ping'lun 文学评论
yang'feng'yin'wei 阳奉阴违
qi'ta'ji'suan'ji 其他计算机
jin'hong 金红
fa'shi 法释
zhong'bao 中饱
ji'suan'ji'ji'ying'yong 计算机及应用
zhun'bei'kao 准备考
xian'zhan 先占
kang'ai'zi 抗艾滋
jing'ke 精科
yue'ya'quan 月牙泉
fan'chu 反刍
wang'da 网大
run'hua'ye 润滑液
su'you'cha 酥油茶
di'ba'shi 第八十
jiao'lou 角楼
shang'jin 上金
zhong'xiao'qi'ye'rong'zi 中小企业融资
hua'ye'cai 花椰菜
zu'tuan'she 组团社
shi'rong 世荣
dan'lve 胆略
ling'nue 凌虐
yan'xi'ying 研习营
tai'zou 抬走
chao'huo 炒货
qi'xian 奇险
jiang'min'sha'du'wang 江民杀毒王
dian'li'bian'ya'qi 电力变压器
jia'xin 家信
la'duan 拉断
hui'lv'wen'ti 汇率问题
fei'you 废油
fu'xue 复学
jiu'xian 酒仙
zeng'ding 增订
nan'sha'qun'dao 南沙群岛
zhong'cai'wang 中彩网
er'tong'zhi'li 儿童智力
tong'xin'ke'ji'you'xian'gong'si 通信科技有限公司
lan'fa 滥发
jin'gao 浸膏
xiao'ke 消渴
ping'bi'qi 屏蔽其
zui'hou'neng 最后能
hun'cai 荤菜
da'shang'nao'jin 大伤脑筋
duan'kou'sao'miao 端口扫描
ta'tu 獭兔
hui'han 回函
qi'shi 妻室
chen'lao 陈老
hong'song 红松
ya'chuang 牙床
sheng'shi'hui 生石灰
mei'tou'shuo 眉头说
dang'wei'dui 党卫队
da'qiang 答腔
jian'guan 建管
ka'luo'er 卡罗尔
dao'you'zheng 导游证
qi'che'xiao'liang 汽车销量
cheng'xu'she'ji'yu'yan 程序设计语言
bu'da'zhen 不打针
san'xing'bi'ji'ben 三星笔记本
jie'shou 解手
san'zhong'zou 三重奏
hun'dian 婚典
pei'chang'biao'zhun 赔偿标准
jing'ji'shang 经纪商
fu'shen 伏身
pi'zhuang 皮装
bao'bing 刨冰
gang'ting 岗亭
xuan'cao 萱草
jing'jue 惊厥
yan'xiao 言笑
ren'qin 认亲
xiao'liu'xue'sheng 小留学生
yong'mei 咏梅
jin'hai'an 金海岸
ka'wa'yi 卡哇依
xiao'fei 小非
hong'jie 红姐
gong'ye'lu 工业炉
ji'jia 基价
jin'jian 晋见
jia'zheng 贾政
da'lei'tai 大擂台
xing'ba 星吧
da'ma 打码
wang'cun 王村
hua'chen'bao'ma 华晨宝马
ta'ta'mi 榻榻米
gai'kuo'xing 概括性
zheng'mian'jiao'yu 正面教育
zuo'tou 做头
gu'you'cheng 故又称
you'qi'gong 油漆工
hai'er 海儿
e'shou 扼守
chu'yi'xue'sheng 初一学生
xing'fen'xing 兴奋性
lao'wu'gong 劳务工
shi'mu'jia'ju 实木家具
zhong'xin 中芯
sha'ping 沙坪
mei'ling 梅岭
ji'shu'mi'ji'xing 技术密集型
che'bing 撤兵
di'si'shi 第四十
xia'xue'tian 下雪天
guo'jia'zhong'yi'yao'guan'li'ju 国家中医药管理局
bi'ni'duo 比你多
da'dao'bei 大道北
an'li 安立
jian'hu'yi 监护仪
wen'shu 温书
shou'ju 首句
li'wei'si 里维斯
zhong'guo'chu'kou'shang'pin'jiao'yi'hui 中国出口商品交易会
tiao'ma 跳马
hen'hua'suan 很划算
shou'yi 授以
nan'shan'lu 南山路
qi'kai'de'sheng 旗开得胜
chao'xian'dui 朝鲜队
tuan'jie'hu 团结湖
yin'pin'bo'fang'qi 音频播放器
zheng'fu'zhi'neng'zhuan'bian 政府职能转变
shi'jiang 石匠
jing'diao'xi'ke 精雕细刻
ting'zhen'qi 听诊器
fa'xiu'zheng'an 法修正案
jie'tan 嗟叹
shang'zhan 商展
jin'ri'bao'jia 今日报价
fu'fan'ying 副反应
yi'fu 一服
li'guang'yao 李光耀
ri'chang'ban'gong 日常办公
tong'yin 童音
hui'lan 蕙兰
jian'die'wei'xing 间谍卫星
min'jian'wen'xue 民间文学
mei'ceng'qi 煤层气
cheng'zuo'fei'ji 乘坐飞机
bi'bi'kan 比比看
mei'gong'he 湄公河
shao'qing 少顷
su'ke 苏克
ji'wei 极微
jun'dao 君道
liang'guo'da 量过大
quan'mian'lv'xing 全面履行
cheng'chang'zhi'lu 成长之路
ru'zhe 儒者
tong'ren'yi'yuan 同仁医院
fang'sha 防沙
cheng'dou'wan'bao 成都晚报
mo'ran'jian 蓦然间
ji'guang'diao'ke 激光雕刻
yue'fa 约法
su'shu 素数
chu'neng 储能
chun'xing 唇形
yin'le'zhi'lv 音乐之旅
an'tu'suo'ji 按图索骥
he'lan'yin'xing 荷兰银行
fu'dian'shu 浮点数
shou'zeng 受赠
duo'ji 多吉
wu'chen'zhi 无尘纸
zhu'ming'zhu'chi'ren 著名主持人
ke'wei 可畏
lan'zhong'shu'ru 栏中输入
huang'cheng'cheng 黄澄澄
shi'yan'shi'jian'she 实验室建设
xian'jiao 现浇
min'ban'da'xue 民办大学
hua'ren 华仁
ti'qiu'zhe 踢球者
guang'xi'bei'hai 广西北海
lin'chuang'shi'yan 临床实验
nie'he 啮合
kai'dang'ku 开裆裤
zhu'suan 珠算
huan'jing'bao'hu'fa 环境保护法
fa'xian'xin'da'lu 发现新大陆
xiang'jiao'chang 橡胶厂
jiang'cheng'zhi'du 奖惩制度
fang'di'chan'zi'xun 房地产咨询
bi'wu 笔误
gu'fen 估分
bei'yang'jun'fa 北洋军阀
you'yu'si 鱿鱼丝
shi'xiao 试销
fa'zhan'nong'cun'jing'ji 发展农村经济
sai'er'ta 塞尔塔
bei'ka 贝卡
wu'han'wan'bao 武汉晚报
bei'ji 碑记
ji'ben'neng 基本能
cha'jie 插接
min'wei 民委
qu'nuan'fei 取暖费
chi'de'bao 吃得饱
jia'li 嘉莉
da'guan'ren 大官人
zhang'ju'zheng 张居正
zhong'hua'ren'min'gong'he'guo'xing'fa 中华人民共和国刑法
hua'yi 画意
tuo'wei 脱位
bao'ma'xin 宝马新
xiao'xiang 小项
zhuan'rang'er'shou 转让二手
jing'ji'xue'jiang 经济学奖
du'hao'shu 读好书
shu'lei 薯类
xiang'wang 想望
yu'ke'ban 预科班
yuan'lin'jian'zhu 园林建筑
cun'duan 寸断
yin'le'xing 音乐性
pao'guang'zhuan 抛光砖
di'wen 底纹
he'lin 何琳
feng'jiang 封疆
guo'guang'yi'ye 国广一叶
gu'hua 古画
he'jia 阖家
zi'mei'pian 姊妹篇
nai'jian 耐碱
di'geng'si 狄更斯
feng'mu 枫木
kan'zhao 看招
mei'bei 美背
e'lian'bang 俄联邦
chai'cheng 拆成
ni'ji 匿迹
qu'jiu 屈就
zhong'guo'bao'xian'ye 中国保险业
wang'zhan'fang'wen'liang 网站访问量
zi'ya 子牙
tie'lu'qiao 铁路桥
wang'luo'ban'gong'xi'tong 网络办公系统
dan'qing'se 淡青色
gao'mian 高棉
ruan'yu 软玉
jia'xin'ban 夹芯板
teng'yun 腾云
ban'dao'wang 半岛网
ba'shi 把式
mian'ru'tu'se 面如土色
huo'liao 火燎
ying'jian'zi'xun 硬件资讯
yuan'dui 怨怼
wu'bei 武备
wo'xing 我幸
guo'jia'hai'yang'ju 国家海洋局
jing'shui'ji 净水机
chui'xiang 吹向
liang'yan 良言
bu'li'ke 布里克
chuan'jian 船舰
qing'pi 青皮
hong'tou 红头
liang'xiang'fei'du 两厢飞度
yu'xian 余弦
guan'chang 官长
li'jian'guo 李建国
jing'guan'gui'hua 景观规划
shu'zheng 书证
zi'shi 自食
ben'zhou'nei 本周内
han'zi'dao 汉子道
dai'mao 玳瑁
jing'jin'tang 京津塘
ruan'tang 软糖
niu'mao 牛毛
xia'bian 瞎编
jian'zhu'gong'cheng'zhi'liang 建筑工程质量
xiang'gang'ji'chang 香港机场
si'tai'er 斯太尔
er'deng'gong 二等功
yun'tai'shan 云台山
er'yang'hua'lv 二氧化氯
wen'yi'huo'dong 文艺活动
lao'sun 劳损
bei'huan'lu 北环路
jie'kuai 结块
jin'chan'tuo'ke 金蝉脱壳
shi'hua'cai'xun 世华财讯
qi'huan'gong 齐桓公
san'tiao'xian 三条线
ying'song 迎送
fei'zi 痱子
shi'pian 试片
zi'jue 自绝
lin'si 林斯
a'bu'la 阿布拉
da'zhu'yi 打主意
li'yuan 力源
